Rank;Sourceid;Title;Issn;Publisher;Open Access;SJR;SJR Best Quartile;H index;Coverage;Categories;Areas;Country
7856;30070;Journal of Rational - Emotive and Cognitive - Behavior Therapy;08949085, 15736563;Springer;No;0,728;Q2;50;1983-2026;"Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q2)";Psychology;United States
7857;29925;Seminars in Oncology Nursing;18783449, 07492081;Elsevier Inc.;No;0,728;Q2;66;1985-2026;Oncology (nursing) (Q2);Nursing;United States
7858;12708;Fetal Diagnosis and Therapy;14219964, 10153837;S. Karger AG;No;0,727;Q1;77;1986-2026;"Pediatrics, Perinatology and Child Health (Q1); Embryology (Q2); Medicine (miscellaneous) (Q2); Obstetrics and Gynecology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";Medicine;Switzerland
7859;21100832225;Geo: Geography and Environment;20544049;Wiley-Blackwell Publishing Ltd;Yes;0,727;Q1;25;2014-2026;"Geography, Planning and Development (Q1); Atmospheric Science (Q2); Management, Monitoring, Policy and Law (Q2); Global and Planetary Change (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences";United Kingdom
7860;29872;Integrative Cancer Therapies;1552695X, 15347354;SAGE Publications Inc.;Yes;0,727;Q1;79;2002-2026;"Complementary and Alternative Medicine (Q1); Oncology (Q3)";Medicine;United States
7861;21100915697;Journal of Special Education Technology;23813121, 01626434;SAGE Publications Inc.;No;0,727;Q1;47;1996-2026;"Education (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences";United States
7862;130184;Systematics and Biodiversity;14772000, 14780933;Taylor and Francis Ltd.;No;0,727;Q1;54;2003-2026;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)";Agricultural and Biological Sciences;United Kingdom
7863;26199;ACM Transactions on Computer-Human Interaction;10730516, 15577325;Association for Computing Machinery;No;0,727;Q2;118;1994-1995, 1997-2025;Human-Computer Interaction (Q2);Computer Science;United States
7864;21100337505;Advances in Neurobiology;21905223, 21905215;Springer;No;0,727;Q2;40;2014-2026;"Biochemistry (Q2); Neurology (Q2); Cellular and Molecular Neuroscience (Q3); Developmental Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Neuroscience";United States
7865;14539;Developmental Psychobiology;00121630, 10982302;"John Wiley &amp; Sons Inc.";No;0,727;Q2;112;1968-2026;"Developmental and Educational Psychology (Q2); Behavioral Neuroscience (Q3); Developmental Biology (Q3); Developmental Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Neuroscience; Psychology";United States
7866;21101301182;Discover Neuroscience;30051827;BioMed Central Ltd;No;0,727;Q2;65;2025-2026;Developmental Neuroscience (Q2);Neuroscience;United Kingdom
7867;21101034112;Emergent Materials;2522574X, 25225731;Springer Nature;No;0,727;Q2;47;2018-2025;"Biomaterials (Q2); Ceramics and Composites (Q2); Renewable Energy, Sustainability and the Environment (Q2); Waste Management and Disposal (Q2)";"Energy; Environmental Science; Materials Science";Switzerland
7868;21101300540;Mitochondrial Communications;25902792;KeAi Communications Co.;Yes;0,727;Q2;6;2023-2026;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Aging (Q3); Cell Biology (Q3); Molecular Medicine (Q3)";Biochemistry, Genetics and Molecular Biology;China
7869;130163;Physical Biology;14783967, 14783975;IOP Publishing Ltd.;No;0,727;Q2;81;2004-2026;"Biophysics (Q2); Structural Biology (Q2); Cell Biology (Q3); Molecular Biology (Q3)";Biochemistry, Genetics and Molecular Biology;United Kingdom
7870;24554;Water, Air, and Soil Pollution;00496979, 15732932;Springer Nature;No;0,727;Q2;146;1971-2026;"Ecological Modeling (Q2); Environmental Chemistry (Q2); Environmental Engineering (Q2); Pollution (Q2); Water Science and Technology (Q2)";Environmental Science;Switzerland
7871;21100895641;Advances in Archaeological Practice;23263768;Cambridge University Press;Yes;0,726;Q1;23;2014-2026;"Archeology (Q1); Archeology (arts and humanities) (Q1)";"Arts and Humanities; Social Sciences";United Kingdom
7872;21101260508;Applied Biosciences;28130464;Multidisciplinary Digital Publishing Institute (MDPI);Yes;0,726;Q1;13;2022-2025;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology";Switzerland
7873;21100896140;Global Constitutionalism;20453825, 20453817;Cambridge University Press;Yes;0,726;Q1;20;2018-2026;"History (Q1); Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences";United Kingdom
7874;19774;International Journal of Public Opinion Research;14716909, 09542892;Oxford University Press;No;0,726;Q1;73;1989-2026;Sociology and Political Science (Q1);Social Sciences;United Kingdom
7875;21101229993;Journal of Conservative Dentistry and Endodontics;29504708, 29504716;Wolters Kluwer Medknow Publications;No;0,726;Q1;53;2023-2026;Dentistry (miscellaneous) (Q1);Dentistry;India
7876;19700186816;Journal of Mechanisms and Robotics;19424302, 19424310;The American Society of Mechanical Engineers(ASME);No;0,726;Q1;68;2009-2026;Mechanical Engineering (Q1);Engineering;United States
7877;30072;Journal of Reproductive and Infant Psychology;1469672X, 02646838;Routledge;No;0,726;Q1;64;1983-2026;"Pediatrics, Perinatology and Child Health (Q1); Obstetrics and Gynecology (Q2); Psychology (miscellaneous) (Q2); Reproductive Medicine (Q2)";"Medicine; Psychology";United Kingdom
7878;36093;Pedobiologia;00314056, 18731511;Elsevier GmbH;No;0,726;Q1;85;1977, 1979-2026;"Ecology, Evolution, Behavior and Systematics (Q1); Soil Science (Q2)";Agricultural and Biological Sciences;Germany
7879;10600153309;PLOS ONE;19326203;Public Library of Science;Yes;0,726;Q1;500;2006-2026;Multidisciplinary (Q1);Multidisciplinary;United States
7880;19700182678;Polymer Chemistry;17599954, 17599962;Royal Society of Chemistry;No;0,726;Q1;161;2010-2026;"Organic Chemistry (Q1); Biochemistry (Q2); Bioengineering (Q2); Biomedical Engineering (Q2); Polymers and Plastics (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Engineering; Materials Science";United Kingdom
7881;85636;World's Poultry Science Journal;17434777, 00439339;Taylor and Francis Ltd.;No;0,726;Q1;98;1945-2026;Animal Science and Zoology (Q1);Agricultural and Biological Sciences;United Kingdom
7882;4700152798;ACM Journal on Emerging Technologies in Computing Systems;15504832, 15504840;Association for Computing Machinery;No;0,726;Q2;53;2005-2025;"Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Nanoscience and Nanotechnology (Q2); Software (Q2)";"Computer Science; Engineering; Materials Science";United States
7883;12400;APMIS;09034641, 16000463;Blackwell Munksgaard;No;0,726;Q2;107;1988-2026;"Medicine (miscellaneous) (Q2); Microbiology (medical) (Q2); Pathology and Forensic Medicine (Q2); Immunology and Allergy (Q3)";Medicine;Denmark
7884;29311;Current Cancer Drug Targets;15680096, 18735576;Bentham Science Publishers;No;0,726;Q2;109;2001-2026;"Drug Discovery (Q2); Pharmacology (Q2); Cancer Research (Q3); Oncology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics";United Arab Emirates
7885;20664;Current Drug Targets;18735592, 13894501;Bentham Science Publishers;No;0,726;Q2;129;2000-2026;"Clinical Biochemistry (Q2); Drug Discovery (Q2); Pharmacology (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics";United Arab Emirates
7886;21101059781;Digital Biomarkers;2504110X;S. Karger AG;Yes;0,726;Q2;32;2017-2026;"Computer Science Applications (Q2); Health Informatics (Q2); Medicine (miscellaneous) (Q2)";"Computer Science; Medicine";Switzerland
7887;14897;Journal of Electromyography and Kinesiology;18735711, 10506411;Elsevier Ltd;No;0,726;Q2;123;1991-2026;"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience";United Kingdom
7888;21100900151;Journal of Imaging;2313433X;Multidisciplinary Digital Publishing Institute (MDPI);Yes;0,726;Q2;65;2015-2026;"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Computer Science; Engineering; Medicine";Switzerland
7889;19700169837;America Latina Hoy;23404396, 11302887;Ediciones Universidad de Salamanca;Yes;0,725;Q1;14;2011-2025;"History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences";Spain
7890;21100203316;Annals of Rehabilitation Medicine;22340653, 22340645;Korean Academy of Rehabilitation Medicine;Yes;0,725;Q1;52;2012-2025;Rehabilitation (Q1);Medicine;South Korea
7891;12024;Applied Cognitive Psychology;10990720, 08884080;John Wiley and Sons Ltd;No;0,725;Q1;130;1987-2026;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2)";"Arts and Humanities; Psychology";United Kingdom
7892;29574;Burns;03054179, 18791409;Elsevier Ltd;No;0,725;Q1;129;1974-2026;"Emergency Medicine (Q1); Surgery (Q1); Critical Care and Intensive Care Medicine (Q2); Medicine (miscellaneous) (Q2)";Medicine;United Kingdom
7893;21100901463;European Endodontic Journal;25480839;Kare Publishing;Yes;0,725;Q1;20;2016-2026;"Dental Assisting (Q1); Dental Hygiene (Q1); Dentistry (miscellaneous) (Q1); Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q1); Medicine (miscellaneous) (Q2)";"Dentistry; Medicine";Turkey
7894;21100285725;European Journal of Risk Regulation;21908249, 1867299X;Cambridge University Press;Yes;0,725;Q1;38;2010-2026;"Law (Q1); Safety Research (Q1)";Social Sciences;Germany
7895;26448;Experimental Mathematics;10586458, 1944950X;Taylor and Francis Ltd.;No;0,725;Q1;41;1992-2026;Mathematics (miscellaneous) (Q1);Mathematics;United Kingdom
7896;21116;International Journal of Non-Linear Mechanics;00207462;Elsevier Ltd;No;0,725;Q1;109;1966-2026;"Mechanical Engineering (Q1); Mechanics of Materials (Q1); Applied Mathematics (Q2)";"Engineering; Mathematics";United Kingdom
7897;17700156742;Journal of Media Psychology;18641105, 21512388;Hogrefe Publishing;No;0,725;Q1;47;2008-2026;"Communication (Q1); Applied Psychology (Q2); Social Psychology (Q2)";"Psychology; Social Sciences";Germany
7898;28663;Letters in Mathematical Physics;03779017, 15730530;Springer Netherlands;No;0,725;Q1;67;1975-2026;"Mathematical Physics (Q1); Statistical and Nonlinear Physics (Q2)";"Mathematics; Physics and Astronomy";Netherlands
7899;21100285034;Lithic Technology;01977261, 20516185;Maney Publishing;No;0,725;Q1;21;1977-1979, 1981-1982, 1984-1987, 1993-1994, 2013-2026;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)";"Arts and Humanities; Social Sciences";United Kingdom
7900;25761;Pacific Journal of Mathematics;00308730, 19455844;Mathematical Sciences Publishers;No;0,725;Q1;58;1951-2025;Mathematics (miscellaneous) (Q1);Mathematics;United States
7901;21101287869;Studies in Engineering Education;26905450;Virginia Tech Publishing;Yes;0,725;Q1;12;2021-2025;Education (Q1);Social Sciences;United States
7902;21101271807;Technology in Language Teaching and Learning;26521687;Castledown Publishers;Yes;0,725;Q1;8;2021-2026;"Education (Q1); Linguistics and Language (Q1); Social Sciences (miscellaneous) (Q1)";Social Sciences;Australia
7903;18697;Theory and Society;15737853, 03042421;Springer Netherlands;No;0,725;Q1;100;1974-2026;"History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences";Netherlands
7904;18386;Acta Histochemica et Cytochemica;13475800, 00445991;Japan Society of Histochemistry and Cytochemistry;Yes;0,725;Q2;33;1968-2025;"Biochemistry (Q2); Histology (Q2); Pathology and Forensic Medicine (Q2); Physiology (Q2); Cell Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine";Japan
7905;21100228096;International Journal of Polymer Science;16879430, 16879422;John Wiley and Sons Ltd;Yes;0,725;Q2;71;2009-2026;Polymers and Plastics (Q2);Materials Science;United Kingdom
7906;20610;Journal of Food Protection;19449097, 0362028X;Elsevier B.V.;Yes;0,725;Q2;162;1977-1980, 1982-2026;"Food Science (Q2); Microbiology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology";Netherlands
7907;21101221556;Kidney and Dialysis;26738236;Multidisciplinary Digital Publishing Institute (MDPI);Yes;0,725;Q2;10;2021-2026;"Hematology (Q2); Medicine (miscellaneous) (Q2); Nephrology (Q2)";Medicine;Switzerland
7908;21101044876;Animal Bioscience;27650235, 27650189;Asian-Australasian Association of Animal Production Societies;Yes;0,724;Q1;96;2021-2025;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Food Science (Q2); Genetics (Q2); Physiology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Veterinary";South Korea
7909;20327;Experiments in Fluids;14321114, 07234864;Springer Verlag;No;0,724;Q1;155;1983-2026;"Computational Mechanics (Q1); Fluid Flow and Transfer Processes (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Chemical Engineering; Engineering; Physics and Astronomy";Germany
7910;21101140509;Frontiers in Conservation Science;2673611X;Frontiers Media SA;Yes;0,724;Q1;23;2020-2026;Nature and Landscape Conservation (Q1);Environmental Science;Switzerland
7911;21101248687;Frontiers in Drug Safety and Regulation;26740869;Frontiers Media SA;Yes;0,724;Q1;9;2021-2026;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Epidemiology (Q2); Medicine (miscellaneous) (Q2); Pharmacology (medical) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics";Switzerland
7912;17276;Journal of Microelectromechanical Systems;10577157, 19410158;Institute of Electrical and Electronics Engineers Inc.;No;0,724;Q1;164;1992-2026;"Mechanical Engineering (Q1); Electrical and Electronic Engineering (Q2)";Engineering;United States
7913;28910;Leisure Sciences;15210588, 01490400;Taylor and Francis Ltd.;No;0,724;Q1;89;1977-2026;"Sociology and Political Science (Q1); Environmental Science (miscellaneous) (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Environmental Science; Social Sciences";United Kingdom
7914;19700174902;Clinical, Cosmetic and Investigational Dermatology;11787015;Dove Medical Press Ltd;Yes;0,724;Q2;68;2009-2026;Dermatology (Q2);Medicine;New Zealand
7915;21871;Current Opinion in Anaesthesiology;14736500, 09527907;Lippincott Williams and Wilkins;No;0,724;Q2;92;1989-2026;Anesthesiology and Pain Medicine (Q2);Medicine;United States
7916;14579;Ocular Immunology and Inflammation;17445078, 09273948;Taylor and Francis Ltd.;No;0,724;Q2;75;1993-2026;"Ophthalmology (Q2); Immunology and Allergy (Q3)";Medicine;United Kingdom
7917;25240;Toxicology Letters;03784274, 18793169;Elsevier Ireland Ltd;No;0,724;Q2;175;1977-2026;"Medicine (miscellaneous) (Q2); Toxicology (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics";Ireland
7918;21101041706;Adult Learning;21624070, 10451595;SAGE Publications Inc.;No;0,723;Q1;29;1989-2026;"Education (Q1); Social Sciences (miscellaneous) (Q1)";Social Sciences;United States
7919;23925;Commonwealth and Comparative Politics;17439094, 14662043;Routledge;No;0,723;Q1;38;2002-2026;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";Social Sciences;United Kingdom
7920;21101100208;ES Materials and Manufacturing;25780611, 2578062X;Engineered Science Publisher;No;0,723;Q1;39;2018-2025;"Building and Construction (Q1); Metals and Alloys (Q1); Modeling and Simulation (Q1); Applied Mathematics (Q2); Ceramics and Composites (Q2); Numerical Analysis (Q2); Polymers and Plastics (Q2)";"Engineering; Materials Science; Mathematics";United States
